frame,track_id,x1,y1,x2,y2,confidence,class
4,13,435.86,941.33,460.03,967.69,0.7790,0
4,14,207.42,229.23,228.36,253.65,0.7245,0
4,15,502.14,295.54,536.75,330.38,0.7817,2
4,16,497.71,546.04,516.29,571.87,0.7514,0
4,17,549.08,60.00,573.87,82.13,0.5202,2
4,18,504.48,105.24,527.15,130.03,0.7129,0
4,19,63.26,893.43,95.55,924.58,0.7148,0
4,22,495.41,754.56,533.84,781.92,0.7098,2
4,24,530.04,97.15,554.59,120.36,0.5528,2
4,25,387.22,77.05,409.00,107.31,0.6233,1
4,28,102.27,529.50,123.56,548.95,0.6360,0
4,29,230.50,7.53,250.78,37.04,0.6914,0
4,33,438.04,1260.11,464.64,1280.00,0.5119,0
4,34,391.89,641.02,417.91,671.63,0.5031,0
4,30,104.79,867.36,124.33,888.78,0.5230,0
4,20,407.47,741.76,433.90,767.80,0.5548,0
4,23,480.59,311.13,503.36,338.55,0.6503,0
4,31,363.26,27.94,383.47,49.26,0.5099,0
5,1,150.76,137.96,171.40,169.27,0.8475,0
5,2,179.95,246.30,204.73,278.05,0.7828,0
5,3,124.34,424.64,157.04,453.04,0.8317,0
5,4,453.21,331.72,482.23,367.30,0.8458,2
5,5,454.64,551.28,489.96,586.39,0.8403,2
5,6,120.58,612.87,143.83,634.84,0.7832,0
5,7,200.90,583.81,239.03,619.58,0.7887,2
5,8,105.55,576.77,128.26,596.48,0.8001,0
5,9,390.57,1086.24,422.13,1116.12,0.7166,2
5,10,446.52,984.65,474.82,1013.19,0.7593,0
5,12,238.13,590.47,263.49,618.67,0.7736,0
5,13,436.04,950.58,461.07,976.72,0.7448,0
5,14,208.33,236.87,228.73,260.90,0.6824,0
5,15,502.21,302.87,537.37,338.31,0.8012,2
5,16,497.72,554.04,515.99,578.89,0.7089,0
5,18,504.25,111.19,527.57,136.95,0.6202,0
5,19,63.05,903.04,96.06,931.94,0.6245,0
5,22,496.82,762.67,534.90,790.78,0.8073,2
5,24,530.02,103.64,555.43,127.59,0.6022,2
5,25,388.39,81.80,412.95,113.00,0.6267,1
5,28,102.16,538.16,123.05,557.28,0.7889,0
5,29,230.44,14.22,251.13,43.41,0.6804,0
5,34,391.64,651.23,417.52,679.51,0.7573,0
5,20,407.74,751.97,433.72,777.24,0.7778,0
5,23,480.87,320.16,504.16,347.55,0.6089,0
5,31,362.85,35.01,383.90,57.52,0.5752,0
5,11,365.47,253.48,393.68,280.48,0.7078,0
6,1,150.75,143.08,171.45,176.67,0.8153,0
6,2,180.10,253.53,204.63,284.44,0.7778,0
6,3,124.84,434.06,156.30,461.39,0.8058,0
6,4,453.23,338.22,482.74,375.36,0.8558,2
6,5,454.99,559.85,490.36,595.53,0.8211,2
6,6,120.52,620.87,143.69,643.08,0.7354,0
6,7,201.00,590.25,239.13,627.23,0.7246,2
6,8,105.12,585.81,128.61,604.03,0.7460,0
6,9,390.91,1095.84,423.18,1126.05,0.8148,2
6,10,446.81,994.74,475.39,1023.29,0.7539,0
6,12,238.50,599.06,263.80,626.77,0.7260,0
6,13,435.93,960.82,461.05,986.88,0.8034,0
6,14,207.21,244.22,228.17,267.82,0.7241,0
6,15,502.09,310.78,537.68,345.54,0.8017,2
6,16,497.82,562.58,516.53,588.24,0.8045,0
6,18,504.74,118.39,528.02,143.66,0.7015,0
6,19,63.23,912.42,91.63,941.32,0.5404,0
6,22,496.71,772.13,536.04,799.76,0.7936,2
6,24,530.10,110.16,555.93,133.98,0.5909,2
6,25,387.94,89.67,411.22,120.02,0.6692,1
6,29,230.84,22.15,250.41,49.89,0.5765,0
6,34,392.82,658.75,418.16,687.44,0.5778,0
6,23,481.26,326.42,504.76,354.07,0.7888,0
6,41,388.83,615.01,425.25,644.40,0.5752,2
6,42,420.12,323.56,447.68,352.73,0.6218,1
6,11,366.38,261.08,393.03,287.90,0.6632,0
6,26,409.20,1129.75,452.65,1154.86,0.7001,0
6,32,254.16,528.16,272.41,546.35,0.5192,0
7,1,150.55,150.54,170.88,183.79,0.8413,0
7,2,179.71,261.02,204.64,291.73,0.7781,0
7,3,123.41,442.93,155.86,469.12,0.8210,0
7,4,453.82,346.19,483.12,382.20,0.8570,2
7,5,455.38,567.29,490.70,603.48,0.8147,2
7,6,119.76,629.47,143.14,650.85,0.7326,0
7,7,200.35,599.40,238.98,635.27,0.8068,2
7,8,105.14,594.10,128.14,612.64,0.8070,0
7,9,390.80,1107.42,422.26,1136.86,0.7899,2
7,10,446.96,1004.35,476.87,1033.13,0.7254,0
7,12,238.33,606.22,263.82,634.46,0.7783,0
7,13,436.39,970.71,461.52,998.12,0.7530,0
7,14,207.47,251.38,228.23,275.38,0.6779,0
7,15,503.19,317.25,537.51,354.07,0.7765,2
7,16,498.29,571.18,517.28,597.21,0.7276,0
7,18,504.94,125.70,528.44,150.44,0.6340,0
7,19,62.73,921.73,91.10,951.48,0.5068,0
7,22,496.97,780.32,536.27,808.86,0.6734,2
7,24,530.70,116.56,556.31,140.80,0.5814,2
7,29,230.77,29.58,250.85,56.71,0.8063,0
7,34,393.96,668.24,418.73,698.21,0.6038,0
7,23,481.49,334.12,504.51,362.00,0.8697,0
7,41,389.01,624.45,419.34,653.00,0.5397,2
7,11,366.17,267.32,393.65,295.38,0.6982,0
7,43,255.55,3.16,273.20,26.23,0.6741,0
7,45,502.66,1160.02,521.63,1182.21,0.6009,0
7,26,409.55,1139.65,452.59,1166.25,0.6857,0
7,28,101.25,554.73,122.95,572.75,0.5312,0
7,31,363.14,49.59,384.37,70.98,0.5407,0
8,1,149.96,157.78,171.07,190.91,0.8425,0
8,2,179.70,268.77,203.93,299.40,0.8038,0
8,3,123.81,452.80,155.67,478.32,0.7905,0
8,4,453.79,353.83,483.34,390.80,0.8453,2
8,5,455.81,575.96,491.11,612.12,0.8169,2
8,6,119.77,638.94,142.67,660.26,0.7322,0
8,7,200.12,609.32,238.21,645.55,0.7732,2
8,8,104.85,602.90,127.18,621.52,0.7641,0
8,9,390.90,1119.51,421.36,1147.79,0.8112,2
8,10,447.49,1014.65,477.52,1043.87,0.7815,0
8,12,237.79,614.93,263.47,644.55,0.7437,0
8,13,436.86,980.97,463.20,1008.85,0.7115,0
8,14,208.04,259.09,228.05,282.69,0.6553,0
8,15,502.62,325.52,537.92,361.43,0.7763,2
8,16,498.37,579.77,518.48,604.82,0.7530,0
8,18,505.57,132.14,528.75,157.25,0.7768,0
8,22,497.29,789.53,536.04,818.55,0.8148,2
8,24,531.30,123.13,557.03,147.83,0.7740,2
8,29,230.63,36.51,249.76,63.71,0.5973,0
8,34,392.54,677.23,418.91,708.26,0.6165,0
8,23,481.33,340.97,505.92,369.77,0.8146,0
8,41,388.49,632.97,423.02,661.13,0.5833,2
8,11,366.31,275.83,393.40,303.19,0.7911,0
8,43,255.28,9.70,272.99,32.12,0.6424,0
8,26,409.18,1149.78,450.72,1177.36,0.5577,0
8,48,222.82,2.65,240.77,29.45,0.6693,0
8,49,476.36,4.13,497.66,39.05,0.6869,1
8,28,99.98,562.85,122.19,581.79,0.6360,0
8,31,363.67,55.65,385.19,77.57,0.6154,0
8,25,389.25,105.49,411.17,134.11,0.6528,1
8,42,419.88,340.49,449.43,368.76,0.5098,1
9,1,149.56,165.36,170.72,199.07,0.8683,0
9,2,179.31,276.60,204.21,307.16,0.8219,0
9,3,122.95,461.89,155.84,487.92,0.8359,0
9,4,454.28,362.52,483.43,399.11,0.8671,2
9,5,456.16,585.06,491.59,620.47,0.8155,2
9,6,119.68,647.01,142.66,669.20,0.7555,0
9,7,201.05,619.36,238.52,654.77,0.7296,2
9,8,103.92,611.80,126.60,630.45,0.7353,0
9,9,391.21,1129.36,422.17,1159.58,0.8057,2
9,10,447.49,1026.14,477.76,1055.22,0.7919,0
9,12,238.04,625.38,263.77,653.76,0.7788,0
9,13,438.16,991.30,464.73,1019.42,0.7043,0
9,14,205.59,267.56,227.69,290.04,0.7369,0
9,15,503.45,332.28,538.74,369.31,0.8363,2
9,16,498.88,588.74,519.63,612.50,0.7314,0
9,18,505.91,139.57,529.26,164.36,0.7468,0
9,22,499.94,799.28,536.96,827.78,0.8090,2
9,24,531.23,129.60,557.35,155.40,0.5045,2
9,29,230.18,42.97,250.14,71.10,0.7652,0
9,34,392.70,688.28,418.98,719.69,0.5993,0
9,23,481.84,348.76,505.55,377.15,0.8174,0
9,41,389.07,642.13,419.56,670.24,0.5529,2
9,11,366.89,283.27,394.87,310.93,0.7681,0
9,43,254.77,15.68,273.17,39.58,0.7374,0
9,26,411.61,1159.67,454.11,1187.72,0.5739,0
9,48,222.35,9.04,240.09,35.62,0.5922,0
9,49,478.96,13.37,497.69,45.80,0.7947,1
9,28,99.79,569.42,121.52,590.59,0.5123,0
9,31,364.16,63.55,385.17,84.26,0.5636,0
9,17,551.67,95.18,576.32,115.82,0.5069,2
9,19,60.83,943.38,88.44,972.08,0.6761,0
10,1,149.28,174.22,170.82,205.44,0.8166,0
10,2,179.18,285.00,204.16,315.87,0.8161,0
10,3,122.11,471.38,156.19,496.87,0.7969,0
10,4,454.49,371.09,484.30,406.47,0.8441,2
10,5,457.41,593.80,492.58,630.14,0.7834,2
10,6,119.22,655.75,141.65,679.06,0.6713,0
10,7,200.17,628.87,239.01,664.16,0.7733,2
10,8,103.74,621.19,126.68,639.96,0.7871,0
10,9,391.87,1140.44,423.44,1171.34,0.7678,2
10,10,447.77,1038.19,477.94,1065.87,0.7110,0
10,12,238.07,634.08,263.88,662.87,0.7727,0
10,13,438.97,1002.31,465.46,1030.00,0.6826,0
10,14,207.15,274.99,228.31,298.60,0.6759,0
10,15,503.43,340.50,539.66,377.07,0.8050,2
10,16,499.57,598.14,520.38,623.14,0.6665,0
10,18,506.67,146.48,530.01,171.96,0.7385,0
10,22,499.51,808.87,538.04,838.18,0.7887,2
10,24,530.90,136.85,558.48,162.68,0.6134,2
10,29,229.90,49.73,250.12,78.89,0.7173,0
10,34,394.74,696.99,419.27,728.54,0.5826,0
10,23,481.83,357.23,506.87,386.32,0.8791,0
10,41,389.86,650.95,413.93,680.21,0.5181,2
10,11,366.70,290.93,395.58,319.09,0.7563,0
10,43,254.95,23.31,273.07,46.71,0.7457,0
10,26,412.61,1170.84,454.43,1199.63,0.5658,0
10,48,222.89,17.46,240.01,43.24,0.6868,0
10,49,478.61,19.61,498.12,53.58,0.7604,1
10,28,99.74,577.26,120.88,598.85,0.5422,0
10,52,567.21,80.43,584.47,97.26,0.5098,0
10,19,60.69,952.52,88.30,983.49,0.5668,0
10,25,389.85,121.10,410.84,149.40,0.6048,1
11,1,148.78,181.22,170.54,214.55,0.8118,0
11,2,179.27,292.87,204.19,323.36,0.8284,0
11,3,122.22,482.06,155.06,506.93,0.7539,0
11,4,454.70,379.14,484.33,415.82,0.8417,2
11,5,457.85,603.36,492.62,639.31,0.8128,2
11,6,119.18,666.02,142.95,688.24,0.7720,0
11,7,199.88,639.69,238.03,673.03,0.8061,2
11,8,103.40,629.96,126.03,649.49,0.7880,0
11,9,392.87,1152.38,422.13,1183.85,0.7746,2
11,10,448.18,1051.07,477.86,1077.86,0.7322,0
11,12,237.65,642.45,263.81,672.20,0.8093,0
11,13,439.41,1013.82,466.06,1041.65,0.8167,0
11,14,207.27,284.03,228.01,307.05,0.7629,0
11,15,504.53,349.57,540.63,385.23,0.7834,2
11,16,500.89,607.39,521.30,631.46,0.6797,0
11,18,507.33,154.08,530.58,179.64,0.7954,0
11,22,501.23,819.38,538.28,848.78,0.7291,2
11,29,229.95,58.99,249.98,86.11,0.7660,0
11,23,482.20,364.66,507.78,394.79,0.7564,0
11,11,367.76,299.87,396.80,328.02,0.7757,0
11,43,255.13,31.06,273.17,54.45,0.6707,0
11,26,413.65,1183.99,453.50,1212.23,0.5437,0
11,48,222.47,27.08,239.48,49.97,0.6674,0
11,49,477.80,26.73,498.20,61.56,0.7868,1
11,28,99.48,587.34,122.44,608.60,0.6079,0
11,19,59.93,963.47,87.12,994.03,0.5748,0
11,54,83.86,828.42,107.95,853.62,0.6689,1
11,55,162.94,5.72,188.70,34.75,0.7416,1
11,57,134.53,6.77,155.34,38.45,0.7256,1
11,25,389.63,128.65,411.59,157.05,0.5092,1
11,20,410.18,808.32,439.07,835.38,0.5448,1
11,42,421.08,364.21,450.94,394.60,0.6088,1
11,31,363.84,79.13,386.11,101.21,0.5335,0
11,17,552.75,109.58,576.76,131.03,0.6088,2
12,1,148.26,189.88,169.79,221.92,0.8555,0
12,2,179.23,302.55,204.19,332.07,0.8214,0
12,3,121.91,492.32,155.18,518.31,0.8282,0
12,4,455.13,388.94,484.58,425.11,0.8587,2
12,5,458.58,614.27,493.48,648.71,0.8135,2
12,6,118.07,675.74,143.25,698.25,0.7849,0
12,7,199.84,649.75,237.70,683.52,0.8137,2
12,8,103.23,640.65,124.87,659.60,0.7724,0
12,9,393.55,1164.51,422.16,1195.48,0.7146,2
12,10,448.60,1063.41,478.09,1090.43,0.7857,0
12,12,237.37,652.69,263.78,682.40,0.8289,0
12,13,439.91,1025.83,466.23,1053.52,0.8355,0
12,14,205.53,292.72,227.71,315.12,0.7012,0
12,15,505.14,358.54,541.45,393.73,0.7731,2
12,16,502.30,618.80,522.18,641.41,0.6878,0
12,18,509.15,162.08,530.92,187.30,0.7733,0
12,22,500.08,830.84,539.53,859.52,0.7097,2
12,29,229.82,65.06,250.22,93.61,0.7589,0
12,23,482.48,372.99,508.11,403.88,0.8165,0
12,11,367.76,307.94,402.81,337.37,0.7554,0
12,43,255.20,39.60,273.11,62.39,0.6704,0
12,26,414.52,1195.94,457.25,1224.67,0.5111,0
12,48,222.77,33.56,239.63,58.04,0.6871,0
12,49,479.34,35.55,498.21,70.11,0.7748,1
12,28,98.26,598.82,121.79,619.87,0.6008,0
12,19,59.51,974.12,86.52,1005.98,0.6791,0
12,55,163.33,13.54,188.78,42.62,0.6136,1
12,57,134.46,16.64,154.60,45.72,0.5768,0
12,59,487.99,1013.21,508.65,1031.68,0.5806,0
12,60,164.22,669.47,182.13,697.06,0.6048,0
12,20,411.04,820.14,439.35,846.64,0.5120,1
12,17,553.70,116.86,578.08,138.16,0.6532,2
12,52,569.07,95.01,586.69,113.28,0.7540,0
13,1,147.99,198.88,169.74,228.66,0.7944,0
13,2,179.00,311.55,203.73,341.35,0.8271,0
13,3,121.81,502.52,155.64,528.85,0.8527,0
13,4,455.20,398.74,485.59,433.54,0.8539,2
13,5,459.13,624.29,494.14,659.32,0.8308,2
13,6,118.21,686.08,142.29,707.98,0.7474,0
13,7,199.66,660.44,238.05,695.02,0.8089,2
13,8,102.75,650.90,124.12,670.21,0.7555,0
13,9,394.03,1177.68,423.57,1209.26,0.7927,2
13,10,449.26,1075.23,478.84,1103.29,0.7672,0
13,12,237.61,664.26,263.48,693.46,0.7924,0
13,13,440.21,1037.95,466.80,1065.86,0.8269,0
13,14,206.93,301.44,228.23,324.60,0.6180,0
13,15,505.21,367.57,541.54,403.86,0.7274,2
13,16,502.85,629.50,522.74,650.68,0.6646,0
13,18,509.32,169.52,531.93,196.31,0.8340,0
13,22,504.00,841.75,541.05,870.74,0.7267,2
13,29,229.85,73.88,249.56,101.72,0.6759,0
13,23,483.30,383.11,508.30,413.53,0.7862,0
13,11,367.69,316.01,402.82,346.34,0.7403,0
13,43,254.45,47.27,273.13,69.84,0.6942,0
13,48,222.58,41.43,239.96,66.17,0.7221,0
13,49,478.98,42.65,499.43,78.30,0.7496,1
13,28,98.06,609.08,121.33,629.72,0.5006,0
13,19,58.66,985.78,88.48,1016.80,0.6293,0
13,55,162.49,20.65,188.73,50.53,0.7749,1
13,57,134.63,24.64,156.14,53.04,0.5849,1
13,59,488.10,1024.43,510.31,1042.91,0.6826,0
13,20,412.03,831.92,439.20,857.95,0.5046,0
13,17,554.90,124.61,578.09,146.81,0.5751,2
13,34,396.36,732.32,421.21,762.44,0.6486,0
13,41,390.87,680.39,418.25,713.64,0.6454,2
13,25,390.66,144.49,413.32,174.06,0.7231,1
14,1,147.90,205.68,168.98,238.34,0.8305,0
14,2,178.98,319.94,203.32,350.32,0.8386,0
14,3,121.91,513.59,155.03,541.23,0.8299,0
14,4,455.25,408.27,486.30,442.92,0.8308,2
14,5,460.03,634.03,493.99,671.17,0.8451,2
14,6,117.84,696.83,141.02,719.18,0.5551,0
14,7,199.40,670.17,238.78,704.99,0.7465,2
14,8,102.38,661.80,123.88,680.68,0.6736,0
14,9,394.22,1190.10,424.51,1222.33,0.7562,2
14,10,450.59,1087.36,479.75,1115.58,0.7780,0
14,12,238.38,675.97,263.50,703.85,0.7827,0
14,13,440.58,1050.82,466.25,1078.49,0.8233,0
14,14,207.04,310.64,228.01,333.54,0.7489,0
14,15,506.08,377.59,541.74,412.76,0.7790,2
14,16,503.31,640.60,523.35,663.97,0.6891,0
14,18,509.47,177.10,532.80,204.59,0.7992,0
14,22,502.03,852.06,542.25,882.72,0.8152,2
14,29,229.86,83.59,249.94,109.65,0.7833,0
14,23,484.07,391.00,508.51,422.43,0.7931,0
14,11,368.02,326.28,405.55,355.25,0.7984,0
14,43,254.78,54.99,273.26,78.29,0.7033,0
14,48,222.05,48.91,239.65,73.59,0.6896,0
14,49,479.14,50.67,499.48,86.94,0.8106,1
14,28,97.58,617.99,122.02,640.78,0.5060,0
14,19,58.14,997.42,88.71,1029.24,0.7048,0
14,55,162.07,27.58,188.66,58.27,0.7242,1
14,57,134.35,31.56,156.16,60.73,0.7310,1
14,59,488.91,1036.62,511.40,1055.70,0.6092,0
14,20,412.58,843.92,439.20,870.41,0.6430,0
14,17,556.03,132.68,579.01,154.78,0.7459,2
14,34,396.81,743.34,421.32,774.27,0.6725,0
14,41,391.11,691.06,421.08,725.16,0.6325,2
14,30,100.12,970.91,121.70,1002.07,0.5163,0
14,32,255.94,607.35,274.64,624.48,0.5531,0
14,31,364.47,103.51,386.93,127.46,0.7174,0
14,26,416.76,1222.28,459.92,1251.30,0.5221,0
15,1,147.48,215.15,169.18,245.99,0.8531,0
15,2,178.91,328.95,203.82,359.75,0.8586,0
15,3,120.97,524.37,154.21,552.66,0.8248,0
15,4,455.45,417.85,486.43,453.54,0.7800,2
15,5,460.46,643.65,494.66,681.20,0.8243,2
15,6,116.93,705.87,141.71,730.17,0.7658,0
15,7,199.21,679.19,239.16,715.19,0.7717,2
15,8,101.99,672.13,122.92,691.33,0.6708,0
15,9,394.93,1203.71,424.56,1236.00,0.7796,2
15,10,450.71,1099.27,480.66,1128.77,0.8022,0
15,12,238.16,685.49,263.55,714.42,0.7647,0
15,13,440.81,1063.10,467.21,1091.72,0.8192,0
15,14,205.43,319.87,227.61,342.68,0.6952,0
15,15,506.33,388.17,542.90,423.18,0.7821,2
15,16,504.40,651.07,524.04,677.04,0.7092,0
15,18,510.25,186.94,533.54,213.78,0.7638,0
15,22,502.20,863.28,542.70,894.68,0.7849,2
15,29,229.67,90.42,250.22,117.91,0.7824,0
15,23,484.21,401.29,508.93,432.08,0.5167,0
15,11,369.04,335.53,403.61,364.77,0.7673,0
15,43,255.08,64.04,273.08,86.60,0.6732,0
15,48,222.72,57.86,239.12,82.74,0.6083,0
15,49,479.81,59.44,499.68,96.16,0.8073,1
15,28,97.00,628.01,121.92,650.07,0.5299,0
15,19,57.54,1010.00,89.37,1041.73,0.6313,0
15,17,556.05,141.65,579.35,162.41,0.5630,2
15,31,364.94,112.90,386.85,135.71,0.5610,0
15,52,570.83,120.12,588.91,138.16,0.7792,0
15,25,391.37,156.60,415.21,190.78,0.5875,1
16,1,147.24,225.22,170.34,257.10,0.8340,0
16,2,178.69,338.64,203.74,369.10,0.7853,0
16,3,120.73,536.56,154.05,566.50,0.8236,0
16,4,456.35,427.26,486.48,464.14,0.8587,2
16,5,460.31,655.71,495.07,691.57,0.8390,2
16,6,116.47,718.04,141.71,740.78,0.7162,0
16,7,198.82,690.40,238.93,726.70,0.8202,2
16,8,101.34,682.76,122.56,702.30,0.6648,0
16,9,395.16,1217.38,423.47,1250.07,0.8126,2
16,10,451.94,1112.95,481.33,1142.06,0.7668,0
16,12,238.00,695.95,263.31,725.73,0.7787,0
16,13,440.98,1075.87,467.99,1104.92,0.7902,0
16,14,205.10,328.87,227.71,352.59,0.6383,0
16,15,507.08,397.98,543.59,432.98,0.7855,2
16,16,504.71,661.39,524.57,686.75,0.6005,0
16,18,509.79,195.18,533.95,222.68,0.8110,0
16,22,502.80,875.57,543.45,906.56,0.8148,2
16,29,229.61,99.55,249.76,126.63,0.7444,0
16,23,484.45,411.95,509.07,443.00,0.6290,0
16,11,368.62,345.80,405.61,374.80,0.7189,0
16,43,254.28,72.77,272.97,95.02,0.6984,0
16,48,221.97,66.14,239.09,91.49,0.7322,0
16,49,479.15,67.01,500.21,106.26,0.7875,1
16,28,96.59,638.62,121.53,660.58,0.5718,0
16,19,56.65,1022.88,87.50,1054.55,0.6507,0
16,17,557.18,150.05,580.74,172.23,0.6727,2
16,68,273.96,629.86,298.09,647.45,0.5057,0
16,52,571.18,129.66,589.74,147.59,0.6267,0
16,25,391.23,169.63,413.53,199.85,0.7272,1
16,24,535.64,187.49,562.22,211.53,0.6660,2
16,42,423.38,404.67,450.83,441.50,0.5697,1
16,60,162.76,712.06,182.20,740.35,0.5676,0
16,20,413.39,867.90,440.22,895.67,0.5242,0
16,34,396.23,769.03,421.74,799.31,0.6607,0
16,30,99.57,996.53,121.37,1026.90,0.5310,0
16,32,254.04,630.05,273.83,648.35,0.5272,0
16,26,418.51,1246.53,459.70,1278.68,0.5044,0
17,1,146.84,234.85,170.78,265.44,0.8201,0
17,2,177.84,348.46,203.33,379.26,0.6568,0
17,3,119.73,548.50,154.43,577.01,0.8139,0
17,4,456.36,437.58,487.04,474.37,0.8603,2
17,5,460.29,666.73,496.00,702.52,0.8468,2
17,6,115.39,729.17,140.36,752.05,0.7417,0
17,7,198.47,702.22,237.62,737.70,0.8482,2
17,8,100.59,693.31,122.18,714.09,0.7281,0
17,9,395.99,1230.58,424.30,1264.11,0.7415,2
17,10,451.93,1126.60,481.97,1155.65,0.8233,0
