frame,track_id,x1,y1,x2,y2,confidence,class
35,34,394.88,1035.88,421.51,1072.68,0.7876,0
35,86,501.17,89.41,528.31,121.74,0.6630,1
35,4,459.77,640.63,489.12,674.25,0.7856,2
35,88,524.20,25.53,552.70,58.40,0.7821,1
35,94,420.31,950.27,444.54,970.52,0.5525,0
35,95,383.50,1013.23,411.90,1038.45,0.7084,0
35,55,147.29,212.95,174.42,249.93,0.6937,1
35,24,544.02,374.86,569.43,399.93,0.6662,1
35,97,124.25,479.65,143.26,500.62,0.6614,0
35,17,565.24,330.30,590.06,353.01,0.5558,2
35,25,389.33,358.51,408.64,387.25,0.5535,1
35,48,209.38,244.58,227.32,268.37,0.7570,0
35,31,363.72,312.72,385.21,339.40,0.6171,0
35,92,398.28,35.42,433.70,75.39,0.6008,1
35,42,422.12,624.13,452.43,654.46,0.5593,2
36,1,130.58,427.17,153.81,465.17,0.7987,0
36,2,162.94,552.78,190.04,583.71,0.8169,0
36,3,94.43,795.30,138.55,824.22,0.5189,0
36,5,465.28,905.65,502.64,946.98,0.8698,2
36,12,223.28,950.92,250.39,982.64,0.7922,0
36,14,193.58,542.04,216.68,566.94,0.7116,0
36,15,515.12,617.20,550.39,653.28,0.8146,2
36,16,514.45,925.70,536.18,958.27,0.7218,0
36,18,516.03,390.43,541.63,422.33,0.6892,0
36,43,243.42,260.03,263.90,283.73,0.7542,0
36,49,479.51,255.80,505.45,295.83,0.8123,1
36,23,488.08,635.48,514.63,661.80,0.6688,0
36,75,451.59,94.74,479.49,134.36,0.8512,2
36,80,430.22,86.04,453.30,114.77,0.8235,0
36,34,394.82,1052.68,421.17,1088.34,0.7947,0
36,86,501.59,99.92,528.22,130.30,0.7328,2
36,4,459.71,652.19,489.08,685.79,0.7540,2
36,88,524.22,34.49,552.92,67.85,0.8128,1
36,95,383.46,1027.84,411.54,1053.36,0.6693,0
36,55,145.54,222.58,172.95,259.27,0.7887,1
36,24,543.08,384.58,569.84,410.53,0.6950,1
36,97,123.67,492.19,143.00,514.76,0.6886,0
36,17,566.25,341.96,590.57,363.45,0.5635,2
36,48,209.48,254.83,226.76,277.23,0.6989,0
36,99,515.90,67.06,538.88,87.99,0.5129,0
36,100,603.82,1065.72,629.03,1086.69,0.5823,0
36,102,546.06,497.57,565.28,519.19,0.5538,0
36,31,363.58,322.53,384.91,349.56,0.6410,0
36,92,398.55,44.06,432.27,83.75,0.7403,1
36,42,422.25,634.85,451.64,666.07,0.7703,2
36,41,390.45,972.00,416.75,1004.86,0.6363,2
36,8,75.84,938.30,98.38,958.61,0.5746,0
36,29,217.09,291.70,238.87,316.79,0.6329,0
36,11,365.20,563.04,414.25,595.18,0.5175,0
37,1,129.65,437.27,152.95,476.56,0.7726,0
37,2,161.78,564.36,188.93,595.01,0.8421,0
37,5,465.32,919.48,503.26,961.31,0.8718,2
37,12,222.51,964.95,250.08,997.10,0.7901,0
37,14,192.83,553.90,215.37,578.18,0.7581,0
37,15,514.77,628.14,550.51,664.77,0.8285,2
37,16,515.15,940.51,535.76,972.80,0.5665,0
37,18,516.14,401.23,541.63,433.00,0.5736,0
37,43,243.16,269.70,263.75,293.09,0.7446,0
37,49,479.58,266.10,505.34,304.62,0.7518,1
37,23,488.15,647.12,514.32,673.46,0.6912,0
37,75,451.47,102.85,479.77,142.77,0.8305,2
37,80,430.45,94.82,453.11,123.75,0.8621,0
37,34,394.98,1068.59,421.38,1105.16,0.7709,0
37,86,501.69,108.56,528.41,139.49,0.7456,1
37,88,523.94,44.80,553.74,76.48,0.8283,1
37,95,382.39,1042.28,408.55,1067.68,0.6922,0
37,55,144.08,232.58,172.14,268.39,0.7253,1
37,24,542.46,394.85,570.72,420.69,0.6925,1
37,97,122.66,505.01,141.23,525.71,0.5249,0
37,17,566.63,352.22,591.21,372.91,0.5204,2
37,99,516.51,75.64,540.42,97.78,0.5813,0
37,102,547.10,509.12,566.07,530.29,0.5143,0
37,31,363.29,333.49,384.18,360.28,0.5578,0
37,92,398.06,53.10,431.50,91.80,0.7828,1
37,42,422.23,646.93,453.34,677.45,0.7141,2
37,103,548.58,956.04,578.87,989.49,0.5618,1
37,105,504.29,494.19,528.10,528.12,0.6061,0
37,8,75.00,951.28,95.95,972.74,0.6309,0
37,11,364.06,575.44,413.02,607.63,0.6427,0
37,20,413.85,1150.54,463.05,1195.27,0.5948,1
37,7,198.47,953.72,224.58,997.43,0.5309,2
37,94,418.31,980.29,443.05,1003.91,0.6491,0
38,1,128.68,447.74,151.49,483.57,0.8306,0
38,2,161.00,575.47,188.08,606.41,0.8442,0
38,5,465.17,932.27,502.95,975.29,0.8546,2
38,12,221.74,979.15,249.31,1011.02,0.7912,0
38,14,191.55,565.49,214.07,589.71,0.7851,0
38,15,514.78,639.45,550.67,676.45,0.8383,2
38,16,515.31,952.03,536.13,984.37,0.6239,0
38,18,515.06,412.43,542.04,443.47,0.7190,0
38,43,242.93,280.34,263.04,303.34,0.7991,0
38,49,479.16,276.37,505.70,315.01,0.7829,1
38,23,487.97,658.21,514.36,685.17,0.6719,0
38,75,451.63,113.00,479.84,151.32,0.8512,2
38,80,430.31,103.12,453.01,132.91,0.8278,0
38,34,394.38,1084.73,421.99,1120.16,0.7529,0
38,86,501.82,116.83,528.27,148.18,0.7304,1
38,88,524.49,52.50,553.67,84.70,0.8039,1
38,95,381.32,1055.51,410.13,1082.66,0.7018,0
38,55,143.61,241.35,171.25,278.85,0.7635,1
38,24,542.61,404.93,571.42,431.48,0.6075,2
38,99,515.56,83.50,539.81,105.10,0.5025,0
38,102,545.78,521.00,566.21,541.76,0.5449,0
38,31,362.69,343.93,384.32,371.37,0.6812,0
38,92,398.47,62.28,431.37,101.79,0.5881,1
38,42,422.04,656.76,453.66,689.94,0.5872,2
38,8,73.81,964.39,94.51,985.81,0.5658,0
38,11,363.74,586.24,413.15,619.53,0.7552,0
38,94,418.83,995.19,442.44,1020.73,0.5944,0
38,52,580.34,346.26,600.96,367.67,0.5560,0
38,3,91.55,824.81,131.95,851.23,0.6209,0
38,4,459.50,673.43,490.41,709.72,0.6776,2
38,48,206.88,274.87,225.26,295.89,0.5028,0
38,29,216.48,309.85,238.17,336.73,0.8593,0
39,1,127.44,458.21,149.87,495.15,0.8382,0
39,2,160.47,586.52,187.34,617.39,0.8318,0
39,5,465.00,945.48,503.40,989.78,0.8665,2
39,12,221.07,992.86,248.51,1025.28,0.7321,0
39,14,190.44,577.59,213.15,601.37,0.7599,0
39,15,514.79,650.61,551.26,688.67,0.8310,2
39,16,514.59,965.23,536.52,998.67,0.6487,0
39,18,515.50,423.27,541.95,453.89,0.8068,0
39,43,242.47,289.83,261.43,312.51,0.6669,0
39,49,479.54,285.23,505.93,326.62,0.7912,1
39,23,487.74,670.08,514.61,696.64,0.7156,0
39,75,451.65,122.37,479.59,160.63,0.8591,2
39,80,430.48,113.34,453.41,141.67,0.8149,0
39,34,394.75,1098.80,421.88,1135.45,0.6492,0
39,86,502.30,126.29,528.64,157.97,0.7437,2
39,88,522.41,61.48,553.81,94.89,0.7692,1
39,95,381.29,1069.60,410.74,1097.94,0.6582,0
39,55,142.16,250.52,170.16,288.51,0.7184,1
39,24,543.71,415.54,571.59,441.50,0.5561,2
39,102,545.39,532.63,566.14,554.00,0.5915,0
39,31,362.64,354.16,384.54,381.57,0.5697,0
39,92,398.27,71.08,431.53,110.09,0.6922,1
39,42,421.77,668.45,453.99,702.10,0.6912,2
39,8,72.06,978.79,93.21,1000.50,0.5882,0
39,11,363.50,598.09,411.47,630.13,0.7110,0
39,94,418.78,1009.12,442.58,1035.34,0.5265,0
39,112,70.23,528.79,88.94,546.03,0.6243,0
39,113,138.88,22.26,157.71,46.50,0.6606,0
39,52,579.31,356.96,601.09,378.23,0.5785,0
39,4,459.44,686.66,490.91,721.94,0.7816,2
39,29,215.86,319.94,237.81,347.23,0.6230,0
40,1,126.43,469.34,148.74,505.60,0.8264,0
40,2,159.43,597.90,187.03,628.48,0.8126,0
40,5,465.03,958.84,504.09,1003.39,0.8589,2
40,12,219.80,1007.06,247.56,1039.04,0.7945,0
40,14,190.12,588.10,212.58,612.12,0.7747,0
40,15,515.66,662.45,551.92,700.49,0.8285,2
40,16,514.95,980.00,536.48,1013.60,0.6013,0
40,18,516.59,435.39,542.40,464.79,0.7990,0
40,43,242.55,298.76,260.75,322.00,0.6085,0
40,49,479.11,294.96,506.05,332.70,0.8197,1
40,23,487.91,681.43,514.68,708.73,0.7512,0
40,75,451.67,130.96,479.91,169.66,0.8351,2
40,80,430.51,121.00,453.77,150.49,0.8672,0
40,34,394.05,1113.06,421.90,1150.63,0.7750,0
40,86,502.74,134.65,529.46,166.57,0.6876,1
40,88,520.91,70.55,555.29,103.70,0.7919,1
40,95,381.97,1084.85,411.78,1114.67,0.6377,0
40,55,141.39,262.04,169.40,296.97,0.7710,1
40,102,546.02,542.93,565.77,564.78,0.6479,0
40,92,397.91,80.04,431.45,118.14,0.7872,1
40,42,422.73,679.01,455.35,713.69,0.6618,2
40,11,363.68,607.71,411.53,641.66,0.7582,0
40,94,418.45,1023.05,443.05,1049.88,0.5387,0
40,113,138.92,30.57,158.45,53.67,0.5054,0
40,52,580.71,367.43,601.50,389.60,0.5169,0
40,4,459.45,698.40,491.67,734.36,0.7984,2
40,29,215.69,330.60,237.12,357.05,0.6981,0
40,90,514.14,628.38,548.33,659.00,0.6000,0
40,25,388.53,413.89,406.35,441.01,0.6001,1
40,103,548.27,1000.44,580.85,1032.27,0.5809,1
40,99,514.98,99.59,541.42,123.35,0.6062,0
41,1,126.35,479.68,147.84,515.21,0.7427,0
41,2,157.90,608.83,186.38,639.39,0.8000,0
41,5,465.12,971.93,504.58,1017.01,0.8561,2
41,12,218.26,1021.20,246.06,1053.04,0.7501,0
41,14,189.41,597.13,212.21,623.87,0.7269,0
41,15,515.04,673.57,552.72,712.55,0.8213,2
41,16,514.21,993.21,537.23,1029.27,0.6260,0
41,18,516.66,438.20,543.59,475.89,0.7149,0
41,43,240.74,309.37,260.80,332.26,0.7480,0
41,49,479.44,305.45,506.22,341.64,0.8228,1
41,23,488.28,692.56,515.08,720.58,0.7805,0
41,75,452.07,140.02,480.19,178.30,0.8342,2
41,80,430.19,129.46,453.53,159.71,0.8404,0
41,34,394.01,1128.26,421.96,1166.22,0.6669,0
41,86,503.54,144.33,529.14,175.65,0.5136,1
41,88,521.04,77.91,555.46,111.16,0.8017,1
41,95,382.05,1098.11,410.63,1130.02,0.7232,0
41,55,140.91,270.31,168.85,307.12,0.7972,1
41,102,546.48,551.60,566.31,574.33,0.6302,0
41,92,398.15,88.13,430.89,128.07,0.7150,1
41,42,423.38,691.71,456.58,724.56,0.6005,2
41,11,364.03,618.14,411.23,653.57,0.7183,0
41,94,418.04,1037.69,443.20,1063.86,0.6403,0
41,113,138.83,37.05,158.10,62.48,0.5194,0
41,4,459.97,710.52,491.62,745.97,0.8091,2
41,29,214.56,340.78,236.56,366.98,0.7682,0
41,115,117.71,14.97,143.17,45.91,0.6342,2
41,90,512.82,640.66,549.21,669.56,0.7111,0
41,25,387.67,423.32,405.66,451.54,0.5312,1
41,99,514.80,108.06,541.02,130.56,0.5655,0
41,78,558.38,597.18,577.62,616.94,0.5133,0
41,100,603.36,1136.81,633.21,1159.38,0.5187,0
41,3,88.68,868.60,124.56,895.75,0.5184,0
42,1,126.03,489.32,146.51,524.97,0.7525,0
42,2,156.31,620.28,185.92,650.75,0.8250,0
42,5,465.28,984.76,504.94,1030.89,0.8554,2
42,12,216.69,1033.94,246.01,1066.35,0.7930,0
42,14,187.89,608.57,211.10,634.95,0.7457,0
42,15,515.71,685.31,553.46,723.90,0.8191,2
42,18,517.21,448.03,545.42,485.35,0.6593,0
42,43,240.39,320.69,260.42,341.16,0.6360,0
42,49,479.40,315.59,506.37,353.02,0.7990,1
42,23,488.14,704.26,515.37,732.08,0.7257,0
42,75,452.24,149.50,479.89,187.19,0.8600,2
42,80,430.40,140.00,452.69,168.63,0.8158,0
42,34,393.70,1145.22,421.63,1181.47,0.6717,0
42,86,503.59,152.75,529.33,184.95,0.5418,2
42,88,522.22,87.36,556.37,119.83,0.8101,1
42,95,381.56,1111.14,407.96,1143.62,0.7367,0
42,55,139.85,278.71,167.68,317.24,0.7972,1
42,102,546.28,562.58,566.23,584.23,0.6254,0
42,92,397.88,96.02,431.18,136.39,0.7615,1
42,42,423.26,703.68,454.65,736.33,0.5483,2
42,11,364.07,628.90,412.55,664.36,0.7252,0
42,113,138.07,45.06,157.44,70.21,0.7364,0
42,4,460.28,721.33,491.89,758.45,0.7504,2
42,29,213.41,349.90,236.06,377.22,0.7232,0
42,90,513.78,653.20,550.39,679.35,0.7077,0
42,99,515.74,116.57,542.75,138.96,0.6217,0
42,3,86.33,881.83,122.55,906.57,0.5214,0
42,57,107.98,286.38,131.79,317.30,0.5544,1
42,31,361.62,384.23,381.37,412.26,0.6186,0
42,103,550.53,1025.48,581.78,1060.54,0.6440,1
43,1,123.67,500.01,146.62,537.88,0.7864,0
43,2,155.33,632.26,184.48,662.65,0.8244,0
43,5,465.18,998.56,505.11,1044.84,0.8615,2
43,12,215.24,1048.13,244.76,1080.72,0.7303,0
43,14,186.35,619.91,210.41,645.69,0.7972,0
43,15,516.01,697.32,554.02,735.82,0.8074,2
43,18,517.75,460.16,546.47,495.91,0.6845,0
43,43,238.56,330.72,260.02,351.67,0.6113,0
43,49,479.53,325.05,506.62,365.24,0.7256,1
43,23,487.78,716.39,515.54,743.70,0.7348,0
43,75,451.95,158.20,480.17,196.48,0.8461,2
43,80,430.68,149.10,452.74,176.51,0.8728,0
43,86,504.12,161.11,530.25,193.34,0.5452,1
43,88,524.61,96.47,557.22,127.77,0.8325,1
43,95,381.09,1126.92,406.33,1159.37,0.5582,0
43,55,138.57,288.69,166.41,326.53,0.7713,1
43,92,397.79,104.38,432.16,145.04,0.7875,1
43,11,363.64,640.14,414.86,675.75,0.6870,0
43,113,138.39,52.98,155.77,78.47,0.6601,0
43,4,460.59,733.54,491.79,770.19,0.8260,2
43,90,516.19,665.79,551.49,689.93,0.6131,0
43,99,516.58,125.41,543.54,148.37,0.5994,0
43,120,213.00,12.73,247.31,42.57,0.6913,1
43,121,430.41,1044.84,462.72,1072.52,0.5939,1
43,122,118.74,1.56,148.66,22.24,0.6611,0
43,123,482.41,552.37,499.70,573.54,0.5260,0
43,103,548.83,1040.47,582.77,1075.60,0.6949,1
43,97,117.76,576.00,136.90,600.11,0.5468,0
43,17,567.78,407.14,596.99,433.76,0.5171,2
43,48,203.17,320.04,222.03,346.82,0.5271,0
43,112,67.64,573.29,84.95,592.25,0.5258,0
43,16,515.82,1024.07,538.43,1059.27,0.5552,0
43,94,418.47,1067.33,443.47,1095.01,0.5432,0
43,115,114.97,30.98,140.43,61.25,0.6930,2
43,25,387.21,442.78,405.71,473.63,0.6395,1
44,1,122.59,511.15,145.10,547.74,0.7456,0
44,2,154.51,645.02,182.62,674.46,0.8264,0
44,5,465.69,1012.80,505.19,1058.91,0.8706,2
44,12,213.22,1061.91,243.48,1094.94,0.7974,0
44,14,185.70,632.25,209.82,657.62,0.7438,0
44,15,515.54,709.79,555.00,747.33,0.7722,2
44,18,517.84,470.49,547.21,506.93,0.7509,0
44,43,238.43,339.71,259.74,362.09,0.7040,0
44,49,480.60,334.37,507.36,374.31,0.8097,1
44,23,487.34,728.08,516.84,755.45,0.6122,0
44,75,452.62,166.48,480.67,205.64,0.8459,2
44,80,430.43,157.62,453.40,185.98,0.8465,0
44,86,504.49,169.91,529.95,202.28,0.5279,1
44,88,524.51,104.80,557.07,136.43,0.8146,1
44,95,381.09,1141.79,405.78,1172.84,0.6704,0
44,55,137.84,301.51,164.94,335.59,0.7714,1
44,92,397.87,113.06,432.75,154.92,0.7666,1
44,11,362.70,652.81,411.95,687.16,0.6857,1
44,113,136.99,62.09,155.73,86.27,0.6556,0
44,4,460.46,745.69,491.83,782.67,0.6755,2
44,90,514.40,677.73,551.96,703.14,0.5794,0
44,99,517.58,134.71,542.79,157.86,0.7574,0
44,120,212.73,21.52,247.32,51.96,0.7547,1
44,121,430.29,1058.67,462.04,1086.08,0.6812,1
44,122,117.88,5.39,147.00,31.78,0.6076,1
44,103,547.50,1054.83,583.48,1089.94,0.7653,1
44,112,66.16,584.80,83.49,603.93,0.5904,0
44,16,516.39,1038.56,539.30,1073.00,0.6134,0
44,115,115.04,39.49,139.10,70.70,0.5613,2
44,25,386.87,454.84,406.17,485.14,0.6628,1
44,34,393.43,1175.80,422.02,1212.30,0.7508,0
44,102,547.15,585.20,567.06,606.07,0.6003,0
44,29,211.93,370.48,234.60,397.48,0.6673,0
45,1,121.57,522.61,143.98,559.84,0.7911,0
45,2,153.53,656.55,181.54,685.95,0.8245,0
45,5,466.20,1027.16,505.76,1073.74,0.8683,2
45,12,213.34,1076.57,242.09,1109.91,0.7292,0
45,14,185.19,644.52,208.98,669.53,0.8042,0
45,15,516.79,721.96,555.81,759.84,0.7831,2
45,18,519.43,483.74,547.68,517.64,0.8350,0
45,43,237.75,349.84,259.29,372.92,0.6956,0
45,49,480.83,345.19,508.26,384.51,0.7737,1
45,23,488.17,741.17,517.25,768.01,0.7674,0
45,75,452.71,176.51,480.78,215.00,0.8551,2
45,80,430.50,167.37,453.59,196.08,0.8421,0
45,86,504.70,179.80,530.24,211.40,0.5979,1
45,88,525.64,113.66,557.68,145.73,0.8416,1
45,55,136.88,311.96,164.22,346.00,0.7981,1
45,92,398.18,123.15,430.83,163.87,0.6189,1
45,11,362.12,665.67,411.68,699.12,0.6025,1
45,4,460.81,758.68,492.18,795.13,0.8117,2
45,99,518.50,145.52,543.19,167.07,0.6938,0
45,120,212.36,30.81,246.70,60.30,0.8282,1
45,121,430.54,1072.73,462.71,1101.18,0.5760,1
45,122,118.22,12.42,145.09,39.83,0.6794,1
45,103,548.78,1070.06,584.04,1105.89,0.6953,1
45,112,64.47,596.19,81.36,615.24,0.5283,0
45,16,517.33,1053.83,539.94,1088.65,0.5113,0
45,127,218.57,2.79,251.14,34.47,0.6375,2
45,34,393.19,1192.86,422.90,1227.80,0.7018,0
45,29,211.50,381.70,234.10,407.61,0.6634,0
45,24,549.79,477.35,575.15,505.11,0.5426,2
45,8,63.34,1062.83,81.68,1084.37,0.5250,0
46,1,120.71,533.92,142.93,571.54,0.7793,0
46,2,152.76,667.96,180.72,697.99,0.8259,0
46,5,466.61,1041.00,505.75,1088.44,0.8720,2
46,12,214.04,1091.28,241.70,1124.99,0.6888,0
46,14,184.27,656.32,208.14,681.22,0.7670,0
46,15,517.99,733.38,556.15,772.15,0.8141,2
46,18,520.12,498.94,547.65,528.01,0.8526,0
46,43,237.14,360.34,258.73,384.02,0.7206,0
46,49,480.86,355.40,508.78,395.63,0.7378,1
46,23,488.67,754.23,518.55,780.35,0.6977,0
46,75,452.48,185.67,480.72,224.75,0.8651,2
46,80,431.15,177.31,453.68,205.61,0.8355,0
46,86,505.04,188.36,531.12,220.29,0.6137,1
46,88,527.61,123.25,558.31,154.79,0.8483,1
46,55,136.04,321.57,163.78,356.53,0.8141,1
46,92,397.90,131.69,430.49,173.39,0.7903,1
46,11,362.62,677.30,411.18,712.31,0.6547,0
46,4,461.10,771.70,493.00,807.79,0.8257,2
46,99,518.98,154.52,545.07,175.53,0.6596,0
46,120,211.55,38.72,245.83,68.92,0.7430,1
46,121,430.44,1087.03,462.69,1117.61,0.7098,1
46,103,551.89,1085.64,584.65,1121.60,0.7391,1
46,112,61.91,608.36,80.11,627.30,0.6892,0
46,127,215.35,11.50,251.27,42.30,0.7435,2
46,34,393.32,1210.31,423.43,1245.65,0.5477,0
46,29,211.09,391.05,233.78,418.02,0.7074,0
46,129,362.08,677.46,412.39,711.09,0.5600,1
46,3,80.38,942.72,117.43,969.38,0.5179,0
46,57,104.34,329.24,127.26,355.64,0.5159,1
46,97,112.36,608.51,131.74,631.61,0.5011,0
46,94,416.99,1113.56,443.83,1143.86,0.6019,0
46,95,381.20,1172.41,406.53,1203.62,0.6360,0
46,113,134.68,79.04,151.70,103.21,0.6121,0
46,25,387.12,477.06,406.91,505.84,0.5942,1
47,1,119.99,545.62,142.21,582.71,0.7629,0
47,2,151.90,680.16,180.10,709.90,0.8178,0
47,5,466.91,1055.53,506.59,1104.41,0.8517,2
47,12,211.96,1106.92,241.52,1140.24,0.7545,0
47,14,184.05,668.27,207.51,693.56,0.7529,0
47,15,519.70,745.93,556.50,785.01,0.8108,2
47,18,520.34,511.01,549.81,539.25,0.8153,0
47,49,481.42,366.03,508.95,407.67,0.7447,1
47,23,488.41,765.76,518.96,793.50,0.7461,0
47,75,452.48,195.08,480.94,234.56,0.8382,2
47,80,431.67,186.31,453.91,214.34,0.8750,0
47,86,505.38,197.89,531.95,229.90,0.6685,1
47,88,525.93,132.69,558.85,163.85,0.7997,1
47,55,135.73,330.54,163.95,367.68,0.6995,1
47,92,398.31,141.16,430.68,183.24,0.7889,1
47,11,362.31,689.98,411.08,724.36,0.6175,0
47,4,461.62,785.00,493.25,820.48,0.8387,2
47,99,518.59,163.59,545.41,185.42,0.7177,0
47,120,211.19,47.36,244.88,77.98,0.7185,1
47,121,430.58,1101.51,463.57,1133.42,0.6248,1
47,103,550.62,1101.26,585.57,1137.27,0.7033,1
47,112,60.26,621.03,79.27,640.20,0.6196,0
47,127,213.65,20.73,250.05,48.81,0.5838,2
47,29,210.44,400.64,233.73,428.66,0.7154,0
47,130,154.75,549.06,176.09,570.80,0.5563,0
47,3,80.04,958.25,116.89,991.79,0.5074,0
47,97,111.96,620.51,131.61,642.82,0.5755,0
47,94,415.72,1128.38,444.66,1162.22,0.5124,0
47,95,381.14,1188.78,407.21,1220.24,0.5669,0
47,113,133.54,88.63,150.05,112.03,0.5804,0
47,25,387.38,487.95,406.75,517.34,0.5285,1
47,52,591.51,441.61,608.17,464.81,0.5111,0
47,48,200.63,361.62,222.05,387.56,0.5115,0
47,90,518.35,714.36,552.60,737.62,0.6119,0
47,122,115.52,28.44,143.55,57.64,0.6771,0
47,16,518.13,1080.51,540.26,1118.90,0.6241,0
48,1,118.80,556.97,141.94,597.58,0.7463,0
48,2,150.80,692.17,179.58,722.07,0.8140,0
48,5,466.74,1070.54,509.02,1119.18,0.8541,2
48,12,211.02,1124.28,241.05,1155.51,0.7061,0
48,14,183.15,680.53,207.02,705.74,0.7503,0
48,15,521.67,759.27,557.32,798.77,0.8086,2
48,18,520.11,518.30,551.14,550.22,0.7166,0
48,49,481.48,376.72,509.21,418.09,0.7388,1
48,23,489.48,779.33,520.06,806.82,0.7694,0
48,75,453.10,204.48,481.65,244.05,0.8508,2
48,80,431.50,194.21,454.39,224.30,0.8686,0
48,86,505.91,206.83,532.49,239.88,0.6046,2
48,88,525.64,141.09,559.74,173.37,0.8088,1
48,55,135.53,343.87,163.22,377.62,0.5055,1
48,92,398.12,151.85,433.39,192.60,0.8166,1
48,4,461.87,798.06,494.91,832.93,0.8001,2
48,99,519.10,173.07,546.33,195.44,0.7085,0
48,120,211.08,57.06,244.61,86.34,0.8114,1
48,103,551.26,1116.01,586.24,1152.82,0.7337,1
48,112,59.00,634.04,78.94,651.41,0.6624,0
48,127,210.53,28.76,249.24,59.88,0.7126,2
48,95,380.49,1203.80,407.72,1235.59,0.6249,0
48,113,132.80,97.51,148.45,121.66,0.5095,0
48,132,102.37,949.30,126.35,977.86,0.5964,0
48,122,114.77,37.24,143.06,65.54,0.5435,0
48,16,519.93,1096.58,542.82,1133.64,0.6187,0
48,7,188.90,1111.40,215.60,1156.51,0.5602,1
48,100,614.21,1241.56,641.66,1267.05,0.6819,0
48,42,422.95,780.02,458.83,812.19,0.5071,1
48,31,360.09,449.28,382.19,479.70,0.5865,0
48,24,551.80,512.80,576.39,537.85,0.5655,2
48,43,236.51,381.35,258.09,404.30,0.5941,0
48,34,394.12,1241.19,424.91,1279.13,0.7784,0
49,1,117.67,568.65,144.88,613.25,0.7371,0
49,2,150.17,704.45,178.82,734.78,0.7756,0
49,5,467.17,1084.59,509.22,1133.72,0.8548,2
49,12,210.02,1138.08,241.33,1170.93,0.7590,0
49,14,181.91,693.08,205.80,718.23,0.7226,0
49,15,523.60,772.12,558.33,811.29,0.7962,2
49,18,520.47,529.91,551.34,561.19,0.6830,0
49,23,490.32,793.35,520.85,820.32,0.8080,0
49,75,453.79,214.60,481.86,253.43,0.8553,2
49,80,432.38,204.72,454.37,234.58,0.8686,0
49,88,528.73,150.72,560.21,182.73,0.8404,1
49,55,135.19,351.79,162.48,388.06,0.6102,1
49,92,398.06,161.47,432.95,202.38,0.7711,1
49,4,461.96,811.47,495.48,846.58,0.8199,2
49,120,210.65,66.05,244.82,95.79,0.7292,1
49,103,552.26,1130.64,587.15,1166.80,0.7091,1
49,112,58.16,646.34,77.78,663.66,0.6394,0
49,127,207.30,37.54,249.36,67.83,0.7489,2
49,95,381.23,1219.37,406.49,1250.71,0.5177,0
49,113,132.26,105.36,148.21,130.32,0.5904,0
49,122,113.47,46.33,143.10,74.35,0.5493,0
49,16,520.92,1112.48,544.34,1149.43,0.6948,0
49,31,360.00,460.76,382.70,491.75,0.5369,0
49,24,552.88,524.00,578.09,547.98,0.6244,2
49,43,236.51,392.05,258.02,414.85,0.6221,0
49,123,482.31,621.55,501.50,639.93,0.5101,0
49,115,107.67,84.13,136.43,112.15,0.6219,2
49,29,209.19,423.97,232.33,450.33,0.6826,0
49,97,110.10,644.66,130.31,666.86,0.5676,0
50,1,116.57,579.95,143.68,626.31,0.7437,0
50,2,149.22,717.19,178.37,746.99,0.8373,0
50,5,467.60,1099.10,509.16,1148.01,0.8630,2
50,12,210.43,1150.88,240.82,1185.60,0.7155,0
50,14,181.31,705.91,204.92,730.84,0.7848,0
50,15,523.50,785.17,560.01,824.64,0.7925,2
50,18,522.19,542.92,550.95,571.55,0.6202,0
50,23,490.53,805.68,521.30,832.49,0.7265,0
50,75,454.03,224.41,481.95,263.87,0.8558,2
50,80,432.06,214.90,454.60,244.28,0.8563,0
50,88,529.25,160.05,561.17,192.58,0.8394,1
50,55,133.56,361.43,161.81,398.85,0.7325,1
50,92,398.09,169.66,431.76,211.68,0.7927,1
50,4,462.21,825.61,495.80,860.56,0.8206,2
50,120,210.44,76.40,244.43,105.43,0.6602,1
50,103,554.43,1145.79,588.42,1183.59,0.7124,1
50,112,57.39,659.14,76.71,676.92,0.5926,0
50,127,209.40,46.69,248.98,74.99,0.5323,2
50,113,131.01,114.56,147.99,139.52,0.6649,0
50,122,113.20,54.42,142.70,83.70,0.6094,0
50,16,520.42,1128.90,545.13,1163.16,0.7232,0
50,24,554.94,535.33,579.00,559.26,0.6509,2
50,43,235.90,402.63,257.81,425.63,0.6898,0
50,29,208.85,435.39,231.59,461.28,0.7152,0
50,41,390.07,1175.06,430.99,1213.90,0.6189,2
50,130,153.86,581.21,174.50,602.70,0.6886,0
50,25,388.39,518.58,408.45,551.53,0.5316,1
50,48,199.25,396.03,218.86,420.14,0.5752,0
50,49,483.32,397.61,510.00,436.96,0.6553,1
50,86,506.61,225.95,533.74,259.18,0.6414,1
50,99,519.74,191.63,546.24,213.58,0.6123,0
51,1,115.26,591.40,142.10,637.83,0.7782,0
51,2,148.91,730.19,177.53,760.12,0.8411,0
51,5,468.87,1114.28,510.25,1162.58,0.8673,2
51,12,211.39,1164.99,240.13,1202.11,0.7259,0
51,14,180.70,718.90,204.42,743.54,0.7959,0
51,15,524.17,798.75,560.93,838.08,0.7575,2
51,18,522.87,558.08,549.47,582.57,0.5830,0
51,23,490.96,819.80,521.30,845.96,0.8204,0
51,75,453.90,233.75,482.25,274.32,0.8590,2
51,80,433.14,225.37,454.97,253.95,0.8406,0
51,88,528.17,169.35,561.92,201.47,0.8243,1
